station_key,station_id,name,road_name,intersection,lga,suburb,post_code,wgs84_latitude,wgs84_longitude,commercial_pct_500m,green_recreation_pct_500m,industrial_pct_500m,institutional_pct_500m,residential_pct_500m,transport_other_pct_500m,landuse_data_missing
56745,23002,East Freeway,M5 East Freeway,General Holmes Drive,Rockdale,Mascot,2020.0,-33.946026,151.172195,0.0,86.96989927171013,5.710724773446561,0.0,0.0,7.319375954843313,False
57183,60046,Orange Grove Road,Orange Grove Road,Links Avenue,Liverpool,Liverpool,2170.0,-33.904961,150.917831,33.31062630487015,0.0,0.23298944464386306,0.0,66.456384250486,0.0,False
56778,24014,Canterbury Road,Canterbury Road,Sproule Street,Canterbury,Roselands,2196.0,-33.928268,151.077286,0.0,0.0,2.415032354880029,0.0,97.01009907642593,0.5748685686940384,False
58892,SHB,Sydney Harbour Bridge,Bradfield Highway,Hickson Road,North Sydney,Milsons Point,2061.0,-33.852295,151.210846,23.914030802243797,30.17351078151333,6.403129948099844,0.0,26.949589215730363,12.559739252412664,False
57017,49025,Parramatta Road,Parramatta Road,Marsh Street,Parramatta,Clyde,2142.0,-33.832642,151.016739,17.93336379858316,2.2936896906566013,43.009890705815494,0.0,31.596911034636527,5.166144770308215,False
57060,50385,Church Street,Church Street,Daking Street,Parramatta,North Parramatta,2151.0,-33.794579,151.000626,11.188858317044858,0.7827157748193934,0.18166457015059773,0.6012104934636916,80.02306678603378,7.222484058487669,False
56980,43246,Davies Road,Davies Road,Alma Road,Bankstown,Padstow,2211.0,-33.961929,151.037201,0.0,0.12552461229449122,0.0,0.0,99.87447538770552,0.0,False
56974,43237,Fairford Road,Fairford Road,South Western Motorway,Bankstown,Padstow,2211.0,-33.939327,151.035797,0.2606701683119729,0.019452566191486532,99.71987726549654,0.0,0.0,0.0,False
57055,50374,Pennant Hills Road,Pennant Hills Road,Sutherland Road,Parramatta,North Parramatta,2151.0,-33.795948,151.012634,0.0,0.0,0.0,0.0,100.0,0.0,False
57048,50232,Marsden Road,Marsden Road,Farnell Street,Parramatta,Ermington,2115.0,-33.802933,151.066223,0.017602442217466475,1.4523095815480984,0.0,0.0,98.53008797623443,0.0,False
55357,02277,Lee Street,Lee Street,Little Regent Street,Sydney,Chippendale,2008.0,-33.884666,151.203171,18.81216323596062,3.6345519278987104,0.7872094561923716,1.5857935327430832,4.595890118267852,70.58439172893736,False
56984,44026,Canterbury Road,Canterbury Road,Milperra Road,Bankstown,Revesby,2212.0,-33.938198,151.019394,2.3235364202532947,0.7298928771365499,36.93198879109843,0.5110901300047175,59.503491781507,0.0,False
55386,02380,Pyrmont Street,Pyrmont Street,Murray Street,Sydney,Pyrmont,2009.0,-33.872505,151.196762,27.2642677822729,0.5766050218445458,5.4841334746117205,0.0,48.28195550799135,18.39303821327948,False
57441,74230,Pennant Hills Road,Pennant Hills Road,Terra Street,Hornsby,Thornleigh,2120.0,-33.724735,151.086151,3.3259218921862934,0.046470834942194235,29.27232185834564,0.5283975277457998,66.82688788678006,0.0,False
56949,41154,Stoney Creek Road,Stoney Creek Road,Illawarra Parade,Hurstville,Beverly Hills,2209.0,-33.951763,151.088257,3.1476872757498007,0.0,0.0,0.0,96.85231272425021,0.0,False
